event_id,event_type,profile_id,timestamp,value,product_name,product_id,categories,quantity,item_price,discount_code,discount_value,campaign_id,url
E065,placed_order,P009,2023-10-18T10:00:00Z,145.00,Autumn Assortment,PROD065,"Cookies,Seasonal",1,145.00,,,
E066,placed_order,P009,2024-01-30T14:00:00Z,165.00,New Year Cookies,PROD066,"Cookies,Seasonal",1,165.00,,,
E067,placed_order,P009,2024-05-12T09:30:00Z,155.00,Spring Bites,PROD067,"Cookies,Seasonal",1,155.00,,,
E068,placed_order,P009,2024-08-25T11:00:00Z,175.00,End of Summer,PROD068,"Cookies,Seasonal",1,175.00,,,
E069,placed_order,P009,2024-11-14T11:30:00Z,195.00,November Selection,PROD069,"Cookies,Seasonal",1,195.00,,,
E070,placed_order,P010,2022-10-05T10:00:00Z,320.00,Premium Hamper,PROD070,"Premium,Gifts",1,320.00,,,
E071,placed_order,P010,2023-01-20T14:30:00Z,385.00,Corporate Gift Set,PROD071,"Corporate,Premium,Gifts",1,385.00,,,
E072,placed_order,P010,2023-04-28T11:00:00Z,290.00,Spring Premium,PROD072,"Premium,Seasonal",1,290.00,,,
E073,placed_order,P010,2023-07-15T09:30:00Z,345.00,Summer Luxury,PROD073,"Premium,Seasonal",1,345.00,,,
E074,placed_order,P010,2023-10-22T15:00:00Z,420.00,Fall Collection,PROD074,"Premium,Seasonal",1,420.00,,,
E075,placed_order,P010,2024-02-10T10:00:00Z,310.00,Valentine Special,PROD075,"Premium,Seasonal,Gifts",1,310.00,,,
E076,placed_order,P010,2024-05-30T14:00:00Z,365.00,Early Summer,PROD076,"Premium,Seasonal",1,365.00,,,
E077,placed_order,P010,2024-08-18T11:00:00Z,285.00,Late Summer Treats,PROD077,"Premium,Seasonal",1,285.00,,,
E078,placed_order,P010,2024-11-20T16:00:00Z,480.00,Holiday Luxury,PROD078,"Premium,Seasonal,Gifts",1,480.00,,,
E079,placed_order,P011,2024-09-15T11:00:00Z,185.00,Premium First Order,PROD079,"Premium,Gifts",1,185.00,,,
E080,placed_order,P012,2024-08-28T14:30:00Z,220.00,Luxury Starter,PROD080,"Premium",1,220.00,,,
E081,placed_order,P013,2024-10-18T10:45:00Z,350.00,Corporate Welcome,PROD081,"Corporate,Premium",1,350.00,,,
E082,placed_order,P014,2024-10-02T15:00:00Z,145.00,First Purchase,PROD082,"Cookies",1,145.00,,,
E083,placed_order,P015,2024-10-25T11:00:00Z,280.00,Premium Introduction,PROD083,"Premium,Gifts",1,280.00,,,
E084,placed_order,P016,2023-04-05T10:00:00Z,185.00,Corporate Order,PROD084,"Corporate",1,185.00,,,
E085,placed_order,P016,2023-07-18T14:30:00Z,210.00,Summer Corporate,PROD085,"Corporate,Seasonal",1,210.00,,,
E086,placed_order,P016,2024-01-10T11:00:00Z,245.00,New Year Corporate,PROD086,"Corporate,Seasonal",1,245.00,,,
E087,placed_order,P016,2024-08-10T09:30:00Z,250.00,Late Order,PROD087,"Corporate",1,250.00,,,
E088,placed_order,P017,2023-06-15T10:00:00Z,165.00,Summer Start,PROD088,"Cookies,Seasonal",1,165.00,,,
E089,placed_order,P017,2023-09-28T14:00:00Z,195.00,Fall Order,PROD089,"Cookies,Seasonal",1,195.00,,,
E090,placed_order,P017,2024-02-15T11:30:00Z,185.00,Winter Warmers,PROD090,"Cookies,Seasonal",1,185.00,,,
E091,placed_order,P017,2024-08-25T09:00:00Z,205.00,Late Summer,PROD091,"Cookies,Seasonal",1,205.00,,,
E092,placed_order,P018,2023-08-10T10:30:00Z,245.00,Summer Selection,PROD092,"Cookies,Premium",1,245.00,,,
E093,placed_order,P018,2023-11-22T14:00:00Z,285.00,Thanksgiving Box,PROD093,"Seasonal,Premium",1,285.00,,,
E094,placed_order,P018,2024-03-15T11:00:00Z,320.00,Spring Premium,PROD094,"Premium,Seasonal",1,320.00,,,
E095,placed_order,P018,2024-07-15T16:30:00Z,350.00,Mid-Year Treat,PROD095,"Premium",1,350.00,,,
E096,placed_order,P019,2023-03-10T10:00:00Z,175.00,Spring Start,PROD096,"Cookies,Seasonal",1,175.00,,,
E097,placed_order,P019,2023-06-28T14:30:00Z,195.00,Summer Bites,PROD097,"Cookies,Seasonal",1,195.00,,,
E098,placed_order,P019,2023-10-15T11:00:00Z,210.00,Fall Treats,PROD098,"Cookies,Seasonal",1,210.00,,,
E099,placed_order,P019,2024-02-20T09:30:00Z,185.00,Valentine Cookies,PROD099,"Cookies,Seasonal",1,185.00,,,
E100,placed_order,P019,2024-08-22T10:00:00Z,215.00,Late Summer,PROD100,"Cookies,Seasonal",1,215.00,,,
E101,placed_order,P020,2023-10-25T11:30:00Z,145.00,Fall Order,PROD101,"Cookies,Seasonal",1,145.00,,,
E102,placed_order,P020,2024-02-08T14:00:00Z,175.00,Valentine Box,PROD102,"Cookies,Seasonal,Gifts",1,175.00,,,
E103,placed_order,P020,2024-05-30T10:00:00Z,165.00,Spring End,PROD103,"Cookies,Seasonal",1,165.00,,,
E104,placed_order,P020,2024-09-05T15:45:00Z,165.00,Fall Starter,PROD104,"Cookies,Seasonal",1,165.00,,,
E105,placed_order,P021,2023-05-12T10:00:00Z,125.00,Spring Cookies,PROD105,"Cookies,Seasonal",1,125.00,,,
E106,placed_order,P021,2023-08-28T14:30:00Z,145.00,Summer Box,PROD106,"Cookies,Seasonal",1,145.00,,,
E107,placed_order,P021,2024-05-10T11:30:00Z,150.00,Late Order,PROD107,"Cookies,Seasonal",1,150.00,,,
E108,placed_order,P022,2023-02-15T10:00:00Z,285.00,Valentine Special,PROD108,"Premium,Seasonal,Gifts",1,285.00,,,
E109,placed_order,P022,2023-06-20T14:00:00Z,245.00,Summer Premium,PROD109,"Premium,Seasonal",1,245.00,,,
E110,placed_order,P022,2023-10-10T11:00:00Z,320.00,Fall Luxury,PROD110,"Premium,Seasonal",1,320.00,,,
E111,placed_order,P022,2024-01-28T09:30:00Z,365.00,New Year Premium,PROD111,"Premium,Seasonal",1,365.00,,,
E112,placed_order,P022,2024-04-15T14:00:00Z,365.00,Spring Luxury,PROD112,"Premium,Seasonal",1,365.00,,,
E113,placed_order,P023,2023-03-05T10:30:00Z,165.00,Spring Start,PROD113,"Cookies,Seasonal",1,165.00,,,
E114,placed_order,P023,2023-07-15T14:00:00Z,195.00,Summer Treats,PROD114,"Cookies,Seasonal",1,195.00,,,
E115,placed_order,P023,2023-11-08T11:00:00Z,245.00,Pre-Holiday,PROD115,"Cookies,Seasonal,Gifts",1,245.00,,,
E116,placed_order,P023,2024-06-05T09:45:00Z,285.00,Summer Special,PROD116,"Cookies,Seasonal",1,285.00,,,
E117,placed_order,P024,2023-07-20T10:00:00Z,95.00,Summer Sampler,PROD117,"Cookies,Seasonal",1,95.00,,,
E118,placed_order,P024,2023-10-28T14:30:00Z,125.00,Fall Box,PROD118,"Cookies,Seasonal",1,125.00,,,
E119,placed_order,P024,2024-04-28T16:00:00Z,120.00,Spring Order,PROD119,"Cookies,Seasonal",1,120.00,,,
E120,placed_order,P025,2023-01-10T10:00:00Z,320.00,New Year Premium,PROD120,"Premium,Seasonal",1,320.00,,,
E121,placed_order,P025,2023-04-25T14:30:00Z,285.00,Spring Luxury,PROD121,"Premium,Seasonal",1,285.00,,,
E122,placed_order,P025,2023-08-15T11:00:00Z,345.00,Summer Premium,PROD122,"Premium,Seasonal",1,345.00,,,
E123,placed_order,P025,2023-11-28T09:30:00Z,410.00,Holiday Premium,PROD123,"Premium,Seasonal,Gifts",1,410.00,,,
E124,placed_order,P025,2024-03-15T12:30:00Z,385.00,Spring Indulgence,PROD124,"Premium,Seasonal",1,385.00,,,
E125,placed_order,P026,2024-04-10T14:00:00Z,85.00,First Order,PROD125,"Cookies",1,85.00,,,
E126,placed_order,P027,2024-05-05T10:15:00Z,92.00,Spring Starter,PROD126,"Cookies,Seasonal",1,92.00,,,
E127,placed_order,P028,2024-03-20T15:30:00Z,78.00,Small Order,PROD127,"Cookies",1,78.00,,,
E128,placed_order,P029,2024-06-15T11:45:00Z,65.00,Summer Sample,PROD128,"Cookies,Seasonal",1,65.00,,,
E129,placed_order,P030,2024-02-05T09:00:00Z,110.00,Valentine Gift,PROD129,"Cookies,Gifts,Seasonal",1,110.00,,,
E130,placed_order,P031,2023-04-15T10:00:00Z,95.00,Spring Box,PROD130,"Cookies,Seasonal",1,95.00,SPRING20,19.00,
E131,placed_order,P031,2023-07-28T14:30:00Z,85.00,Summer Sale,PROD131,"Cookies,Seasonal",1,105.00,SUMMER15,20.00,
E132,placed_order,P031,2023-11-10T11:00:00Z,110.00,Holiday Sale,PROD132,"Cookies,Seasonal,Gifts",1,145.00,HOLIDAY25,35.00,
E133,placed_order,P031,2024-03-05T09:30:00Z,95.00,Spring Promo,PROD133,"Cookies,Seasonal",1,125.00,SPRING25,30.00,
E134,placed_order,P031,2024-07-20T15:00:00Z,88.00,Summer Flash,PROD134,"Cookies,Seasonal",1,120.00,FLASH25,32.00,
E135,placed_order,P031,2024-11-15T13:30:00Z,105.00,Pre-Holiday Deal,PROD135,"Cookies,Seasonal",1,140.00,EARLY25,35.00,
E136,placed_order,P032,2023-06-10T10:30:00Z,78.00,Summer Start,PROD136,"Cookies,Seasonal",1,98.00,SUMMER20,20.00,
E137,placed_order,P032,2023-09-25T14:00:00Z,92.00,Fall Sale,PROD137,"Cookies,Seasonal",1,115.00,FALL20,23.00,
E138,placed_order,P032,2024-01-15T11:00:00Z,85.00,New Year Deal,PROD138,"Cookies,Seasonal",1,110.00,NEWYEAR20,25.00,
E139,placed_order,P032,2024-05-10T09:45:00Z,95.00,Spring Sale,PROD139,"Cookies,Seasonal",1,125.00,SPRING25,30.00,
E140,placed_order,P032,2024-08-28T16:00:00Z,88.00,End Summer,PROD140,"Cookies,Seasonal",1,115.00,SUMMER25,27.00,
E141,placed_order,P032,2024-11-18T09:45:00Z,82.00,Flash Deal,PROD141,"Cookies,Seasonal",1,110.00,FLASH25,28.00,
E142,placed_order,P033,2023-08-05T10:00:00Z,125.00,Summer Promo,PROD142,"Cookies,Seasonal",1,165.00,SUMMER25,40.00,
E143,placed_order,P033,2023-11-20T14:30:00Z,145.00,Black Friday,PROD143,"Cookies,Seasonal,Gifts",1,195.00,BFRIDAY25,50.00,
E144,placed_order,P033,2024-02-28T11:00:00Z,135.00,Valentine Sale,PROD144,"Cookies,Gifts,Seasonal",1,180.00,LOVE25,45.00,
E145,placed_order,P033,2024-06-15T09:30:00Z,145.00,Summer Sale,PROD145,"Cookies,Seasonal",1,190.00,SUMMER25,45.00,
E146,placed_order,P033,2024-09-30T15:00:00Z,155.00,Fall Promo,PROD146,"Cookies,Seasonal",1,205.00,FALL25,50.00,
E147,placed_order,P033,2024-11-12T14:00:00Z,165.00,Early Bird,PROD147,"Cookies,Seasonal,Gifts",1,220.00,EARLY25,55.00,
E148,placed_order,P034,2023-03-20T10:30:00Z,110.00,Spring Deal,PROD148,"Cookies,Seasonal",1,145.00,SPRING25,35.00,
E149,placed_order,P034,2023-07-10T14:00:00Z,125.00,Summer Flash,PROD149,"Cookies,Seasonal",1,165.00,FLASH25,40.00,
E150,placed_order,P034,2023-10-28T11:00:00Z,135.00,Fall Sale,PROD150,"Cookies,Seasonal",1,180.00,FALL25,45.00,
E151,placed_order,P034,2024-02-14T09:30:00Z,145.00,Valentine Promo,PROD151,"Cookies,Gifts,Seasonal",1,195.00,LOVE25,50.00,
E152,placed_order,P034,2024-06-25T15:00:00Z,125.00,Summer Deal,PROD152,"Cookies,Seasonal",1,165.00,SUMMER25,40.00,
E153,placed_order,P034,2024-11-17T11:30:00Z,110.00,Pre-Holiday,PROD153,"Cookies,Seasonal",1,145.00,EARLY25,35.00,
E154,placed_order,P035,2023-10-15T10:00:00Z,75.00,Fall Starter,PROD154,"Cookies,Seasonal",1,100.00,FALL25,25.00,
E155,placed_order,P035,2024-01-25T14:30:00Z,85.00,New Year Sale,PROD155,"Cookies,Seasonal",1,115.00,NEWYEAR25,30.00,
E156,placed_order,P035,2024-04-20T11:00:00Z,95.00,Spring Promo,PROD156,"Cookies,Seasonal",1,125.00,SPRING25,30.00,
E157,placed_order,P035,2024-08-10T09:30:00Z,88.00,Summer Flash,PROD157,"Cookies,Seasonal",1,120.00,FLASH25,32.00,
E158,placed_order,P035,2024-11-20T15:00:00Z,105.00,Holiday Deal,PROD158,"Cookies,Seasonal,Gifts",1,140.00,HOLIDAY25,35.00,
E159,placed_order,P046,2022-07-15T10:00:00Z,185.00,Summer Start,PROD159,"Cookies,Seasonal",1,185.00,,,
E160,placed_order,P046,2022-10-28T14:30:00Z,210.00,Fall Treats,PROD160,"Cookies,Seasonal",1,210.00,,,
E161,placed_order,P046,2023-01-15T11:00:00Z,195.00,New Year Box,PROD161,"Cookies,Seasonal",1,195.00,,,
E162,placed_order,P046,2023-04-22T09:30:00Z,225.00,Spring Collection,PROD162,"Cookies,Seasonal",1,225.00,,,
E163,placed_order,P046,2023-08-05T15:00:00Z,185.00,Summer Favorites,PROD163,"Cookies,Seasonal",1,185.00,,,
E164,placed_order,P046,2023-11-18T10:00:00Z,245.00,Holiday Preview,PROD164,"Cookies,Seasonal,Gifts",1,245.00,,,
E165,placed_order,P046,2024-03-10T14:00:00Z,195.00,Spring Treats,PROD165,"Cookies,Seasonal",1,195.00,,,
E166,placed_order,P046,2024-07-25T11:00:00Z,215.00,Summer Box,PROD166,"Cookies,Seasonal",1,215.00,,,
E167,placed_order,P046,2024-11-18T10:30:00Z,195.00,November Order,PROD167,"Cookies,Seasonal",1,195.00,,,
E168,placed_order,P047,2022-09-18T10:30:00Z,165.00,Fall Start,PROD168,"Cookies,Seasonal",1,165.00,,,
E169,placed_order,P047,2022-12-22T14:00:00Z,245.00,Holiday Box,PROD169,"Cookies,Seasonal,Gifts",1,245.00,,,
E170,placed_order,P047,2023-03-28T11:00:00Z,185.00,Spring Order,PROD170,"Cookies,Seasonal",1,185.00,,,
E171,placed_order,P047,2023-07-12T09:30:00Z,175.00,Summer Treats,PROD171,"Cookies,Seasonal",1,175.00,,,
E172,placed_order,P047,2023-10-25T15:00:00Z,195.00,Fall Collection,PROD172,"Cookies,Seasonal",1,195.00,,,
E173,placed_order,P047,2024-02-18T10:00:00Z,205.00,Valentine Box,PROD173,"Cookies,Seasonal,Gifts",1,205.00,,,
E174,placed_order,P047,2024-06-08T14:00:00Z,185.00,Summer Start,PROD174,"Cookies,Seasonal",1,185.00,,,
E175,placed_order,P047,2024-11-17T14:00:00Z,165.00,November Treats,PROD175,"Cookies,Seasonal",1,165.00,,,
E176,placed_order,P048,2022-11-20T10:00:00Z,195.00,Pre-Holiday,PROD176,"Cookies,Seasonal",1,195.00,,,
E177,placed_order,P048,2023-02-25T14:30:00Z,175.00,Winter Box,PROD177,"Cookies,Seasonal",1,175.00,,,
E178,placed_order,P048,2023-05-30T11:00:00Z,185.00,Spring End,PROD178,"Cookies,Seasonal",1,185.00,,,
E179,placed_order,P048,2023-09-15T09:30:00Z,205.00,Fall Start,PROD179,"Cookies,Seasonal",1,205.00,,,
E180,placed_order,P048,2024-01-08T15:00:00Z,225.00,New Year Premium,PROD180,"Cookies,Premium",1,225.00,,,
E181,placed_order,P048,2024-04-28T10:00:00Z,195.00,Spring Treats,PROD181,"Cookies,Seasonal",1,195.00,,,
E182,placed_order,P048,2024-08-12T14:00:00Z,215.00,Summer Box,PROD182,"Cookies,Seasonal",1,215.00,,,
E183,placed_order,P048,2024-11-20T09:45:00Z,185.00,November Order,PROD183,"Cookies,Seasonal",1,185.00,,,
E184,placed_order,P049,2023-01-18T10:30:00Z,155.00,New Year Start,PROD184,"Cookies,Seasonal",1,155.00,,,
E185,placed_order,P049,2023-04-10T14:00:00Z,175.00,Spring Box,PROD185,"Cookies,Seasonal",1,175.00,,,
E186,placed_order,P049,2023-07-28T11:00:00Z,165.00,Summer Treats,PROD186,"Cookies,Seasonal",1,165.00,,,
E187,placed_order,P049,2023-10-15T09:30:00Z,185.00,Fall Order,PROD187,"Cookies,Seasonal",1,185.00,,,
E188,placed_order,P049,2024-02-05T15:00:00Z,195.00,Valentine Box,PROD188,"Cookies,Seasonal,Gifts",1,195.00,,,
E189,placed_order,P049,2024-05-20T10:00:00Z,175.00,Spring End,PROD189,"Cookies,Seasonal",1,175.00,,,
E190,placed_order,P049,2024-09-08T14:00:00Z,165.00,Fall Start,PROD190,"Cookies,Seasonal",1,165.00,,,
E191,placed_order,P049,2024-11-16T12:30:00Z,185.00,November Treats,PROD191,"Cookies,Seasonal",1,185.00,,,
E192,placed_order,P050,2023-02-28T10:00:00Z,125.00,Winter Box,PROD192,"Cookies,Seasonal",1,125.00,,,
E193,placed_order,P050,2023-05-22T14:30:00Z,145.00,Spring Order,PROD193,"Cookies,Seasonal",1,145.00,,,
E194,placed_order,P050,2023-08-18T11:00:00Z,135.00,Summer Treats,PROD194,"Cookies,Seasonal",1,135.00,,,
E195,placed_order,P050,2023-11-25T09:30:00Z,165.00,Holiday Box,PROD195,"Cookies,Seasonal,Gifts",1,165.00,,,
E196,placed_order,P050,2024-03-15T15:00:00Z,155.00,Spring Treats,PROD196,"Cookies,Seasonal",1,155.00,,,
E197,placed_order,P050,2024-07-10T10:00:00Z,145.00,Summer Box,PROD197,"Cookies,Seasonal",1,145.00,,,
E198,placed_order,P050,2024-11-19T11:00:00Z,130.00,November Order,PROD198,"Cookies,Seasonal",1,130.00,,,
E199,placed_order,P051,2022-05-20T10:00:00Z,385.00,Premium Start,PROD199,"Premium,Gifts",1,385.00,,,
E200,placed_order,P051,2022-08-15T14:30:00Z,420.00,Summer Luxury,PROD200,"Premium,Seasonal",1,420.00,,,
E201,placed_order,P051,2022-11-28T11:00:00Z,510.00,Holiday Premium,PROD201,"Premium,Seasonal,Gifts",1,510.00,,,
E202,placed_order,P051,2023-02-14T09:30:00Z,450.00,Valentine Luxury,PROD202,"Premium,Seasonal,Gifts",1,450.00,,,
E203,placed_order,P051,2023-05-30T15:00:00Z,395.00,Spring Premium,PROD203,"Premium,Seasonal",1,395.00,,,
E204,placed_order,P051,2023-09-10T10:00:00Z,465.00,Fall Luxury,PROD204,"Premium,Seasonal",1,465.00,,,
E205,placed_order,P051,2024-01-20T14:00:00Z,520.00,New Year Premium,PROD205,"Premium,Seasonal",1,520.00,,,
E206,placed_order,P051,2024-05-15T11:00:00Z,445.00,Spring Indulgence,PROD206,"Premium,Seasonal",1,445.00,,,
E207,placed_order,P051,2024-08-28T09:30:00Z,410.00,Summer Premium,PROD207,"Premium,Seasonal",1,410.00,,,
E208,placed_order,P051,2024-11-20T15:30:00Z,480.00,Holiday Luxury,PROD208,"Premium,Seasonal,Gifts",1,480.00,,,
E209,placed_order,P052,2022-04-10T10:30:00Z,345.00,Spring Premium,PROD209,"Premium,Seasonal",1,345.00,,,
E210,placed_order,P052,2022-07-25T14:00:00Z,410.00,Summer Luxury,PROD210,"Premium,Seasonal",1,410.00,,,
E211,placed_order,P052,2022-10-30T11:00:00Z,385.00,Fall Premium,PROD211,"Premium,Seasonal",1,385.00,,,
E212,placed_order,P052,2023-01-28T09:30:00Z,465.00,New Year Luxury,PROD212,"Premium,Seasonal",1,465.00,,,
E213,placed_order,P052,2023-05-15T15:00:00Z,420.00,Spring Indulgence,PROD213,"Premium,Seasonal",1,420.00,,,
E214,placed_order,P052,2023-08-22T10:00:00Z,395.00,Summer Premium,PROD214,"Premium,Seasonal",1,395.00,,,
